,Date,DFF,Inflation_Rate, Open_Dow, High_Dow, Low_Dow, Close_Dow,Average_Dow, Open_Nasdaq, High_Nasdaq, Low_Nasdaq, Close_Nasdaq,Average_Nasdaq, Open_S&P, High_S&P, Low_S&P, Close_S&P,Average_S&P
3772,6/17/22,1.58,2.58,36795.13,37228.96,36515.28,36917.1,36856.115,10697.55,10884.71,10638.72,10798.35,10747.95,3665.9,3707.71,3636.87,3674.84,3670.37
3774,6/21/22,1.58,2.61,37464.86,37956.48,37464.86,37772.99,37618.925,10974.05,11164.99,10974.05,11069.3,11021.675,3715.31,3779.65,3715.31,3764.79,3740.05
3775,6/22/22,1.58,2.54,37323.97,38134.66,37280.74,37723.66,37523.815,10941.95,11216.77,10938.06,11053.08,10997.515,3733.89,3801.79,3717.69,3759.89,3746.89
3776,6/23/22,1.58,2.5,37915.06,38196.8,37572.88,38127.06,38021.06,11137.68,11260.27,11046.28,11232.19,11184.935000000001,3774.71,3802.58,3743.52,3795.73,3785.2200000000003
3777,6/24/22,1.58,2.56,38454.56,39322.75,38454.56,39315.46,38885.009999999995,11351.31,11613.23,11337.78,11607.62,11479.465,3821.75,3913.65,3821.75,3911.74,3866.745
3778,6/27/22,1.58,2.55,39445.05,39482.93,39076.98,39209.71,39327.380000000005,11661.02,11677.49,11487.07,11524.55,11592.785,3920.76,3927.72,3889.66,3900.11,3910.4350000000004
3779,6/28/22,1.58,2.48,39378.06,39654.26,38407.68,38419.1,38898.58,11542.24,11635.85,11177.68,11181.54,11361.89,3913.0,3945.86,3820.14,3821.55,3867.275
3780,6/29/22,1.58,2.36,38432.43,38511.2,38126.41,38334.01,38383.22,11160.22,11226.33,11072.19,11177.89,11169.055,3825.09,3836.5,3799.02,3818.83,3821.96
3781,6/30/22,1.58,2.33,37894.43,38330.76,37494.16,37976.52,37935.475,11048.25,11160.92,10850.01,11028.74,11038.494999999999,3785.99,3818.99,3738.67,3785.38,3785.685
3782,7/1/22,1.58,2.34,37910.67,38442.66,37657.17,38400.94,38155.805,11006.83,11132.55,10922.71,11127.85,11067.34,3781.08,3829.82,3752.1,3825.33,3803.205
3784,7/5/22,1.58,2.3,37894.54,38523.32,37546.56,38519.33,38206.935,10964.18,11323.9,10911.45,11322.24,11143.21,3792.61,3832.19,3742.06,3831.39,3812.0
3785,7/6/22,1.58,2.29,38528.2,38842.49,38234.85,38586.22,38557.21,11337.9,11443.15,11250.32,11361.85,11349.875,3831.98,3870.91,3809.37,3845.08,3838.5299999999997
3786,7/7/22,1.58,2.33,38777.91,39300.82,38777.91,39225.27,39001.59,11422.6,11644.47,11412.88,11621.35,11521.975,3858.85,3910.63,3858.85,3902.62,3880.7349999999997
3787,7/8/22,1.58,2.37,39042.84,39392.84,38863.56,39181.63,39112.235,11503.61,11689.7,11479.77,11635.31,11569.46,3888.26,3918.5,3869.34,3899.38,3893.82
3788,7/11/22,1.58,2.32,38899.63,38979.01,38615.02,38683.75,38791.69,11524.49,11541.1,11348.06,11372.6,11448.545,3880.94,3880.94,3847.22,3854.43,3867.685
3789,7/12/22,1.58,2.32,38642.0,38890.62,38176.71,38348.66,38495.33,11420.89,11483.17,11207.08,11264.73,11342.81,3851.95,3873.41,3802.36,3818.8,3835.375
3790,7/13/22,1.58,2.31,37795.11,38450.07,37728.52,38191.3,37993.205,11056.55,11325.67,11031.27,11247.58,11152.064999999999,3779.67,3829.44,3759.07,3801.78,3790.7250000000004
3791,7/14/22,1.58,2.34,37689.65,38077.68,37359.48,38016.51,37853.08,11151.21,11279.97,11005.93,11251.19,11201.2,3763.99,3796.41,3721.56,3790.38,3777.185
3792,7/15/22,1.58,2.36,38464.82,38760.88,38246.14,38760.8,38612.81,11379.36,11454.69,11295.33,11452.42,11415.89,3818.0,3863.62,3817.18,3863.16,3840.58
3793,7/18/22,1.58,2.37,39088.66,39201.24,38366.9,38479.24,38783.95,11561.64,11629.03,11322.84,11360.05,11460.845,3883.79,3902.44,3818.63,3830.85,3857.3199999999997
3794,7/19/22,1.58,2.39,38880.29,39597.72,38848.31,39569.67,39224.979999999996,11515.0,11721.22,11448.97,11713.15,11614.075,3860.73,3939.81,3860.73,3936.69,3898.71
3795,7/20/22,1.58,2.38,39563.16,40003.16,39450.76,39883.31,39723.235,11726.09,11939.96,11703.36,11897.65,11811.869999999999,3935.32,3974.13,3922.03,3959.9,3947.61
3796,7/21/22,1.58,2.33,39819.07,40260.68,39538.93,40259.28,40039.175,11914.15,12060.59,11812.72,12059.61,11986.880000000001,3955.47,3999.29,3927.64,3998.95,3977.21
3797,7/22/22,1.58,2.34,40271.22,40400.2,39599.63,39828.71,40049.965,12025.37,12093.02,11767.19,11834.11,11929.740000000002,3998.43,4012.44,3938.86,3961.63,3980.0299999999997
3798,7/25/22,1.58,2.36,39887.49,39966.38,39650.64,39887.03,39887.259999999995,11837.96,11855.11,11707.53,11782.67,11810.314999999999,3965.72,3975.3,3943.46,3966.84,3966.2799999999997
3799,7/26/22,1.58,2.36,39711.31,39723.13,39312.84,39411.58,39561.445,11701.53,11711.31,11533.37,11562.57,11632.05,3953.22,3953.22,3910.74,3921.05,3937.135
3800,7/27/22,1.58,2.42,39762.35,40590.19,39733.7,40442.12,40102.235,11756.19,12081.73,11718.38,12032.42,11894.305,3951.43,4039.56,3951.43,4023.61,3987.52
3801,7/28/22,2.33,2.48,40493.47,40993.77,40118.01,40946.31,40719.89,12036.48,12179.09,11886.67,12162.59,12099.535,4026.13,4078.95,3992.97,4072.43,4049.2799999999997
3802,7/29/22,2.32,2.53,41065.71,41592.42,40976.39,41499.0,41282.354999999996,12239.69,12426.26,12181.13,12390.69,12315.19,4087.33,4140.15,4079.22,4130.29,4108.8099999999995
3803,8/1/22,2.33,2.51,41232.38,41651.35,41123.68,41401.21,41316.795,12317.96,12499.72,12271.98,12368.98,12343.47,4112.38,4144.95,4096.02,4118.63,4115.505
3804,8/2/22,2.33,2.48,41221.63,41653.1,41041.95,41171.14,41196.384999999995,12287.67,12503.34,12260.48,12348.76,12318.215,4104.21,4140.47,4079.81,4091.19,4097.7
3805,8/3/22,2.33,2.5,41396.26,41940.13,41394.25,41822.77,41609.515,12433.87,12699.64,12425.21,12668.16,12551.015,4107.96,4167.66,4107.96,4155.17,4131.5650000000005
3806,8/4/22,2.33,2.46,41800.98,41875.82,41614.99,41785.89,41793.435,12433.87,12699.64,12425.21,12720.58,12577.225,4154.85,4161.29,4135.42,4151.94,4153.395
3807,8/5/22,2.33,2.46,41330.99,41835.54,41330.99,41775.13,41553.06,12538.81,12720.44,12525.77,12657.55,12598.18,4115.87,4151.58,4107.31,4145.19,4130.53
3808,8/8/22,2.33,2.48,41937.79,42250.8,41678.37,41783.23,41860.51,12703.72,12855.16,12597.75,12644.46,12674.09,4155.93,4186.62,4128.97,4140.06,4147.995000000001
3809,8/9/22,2.33,2.47,41675.54,41720.15,41417.82,41528.91,41602.225000000006,12557.49,12582.91,12438.86,12493.93,12525.71,4133.11,4137.3,4112.09,4122.47,4127.79
3810,8/10/22,2.33,2.43,42254.51,42501.9,42129.34,42490.81,42372.66,12793.44,12861.44,12698.61,12854.8,12824.119999999999,4181.02,4211.03,4177.26,4210.24,4195.63
3811,8/11/22,2.33,2.47,42777.54,43015.92,42406.85,42466.59,42622.065,12944.82,13026.24,12760.09,12779.91,12862.365,4227.4,4257.91,4201.41,4207.27,4217.335
3812,8/12/22,2.33,2.47,42694.72,43210.55,42603.58,43209.34,42952.03,12866.31,13047.19,12821.22,13047.19,12956.75,4225.02,4280.47,4219.78,4280.15,4252.585
3813,8/15/22,2.33,2.44,42974.49,43410.05,42958.48,43369.0,43171.744999999995,12996.63,13146.06,12993.78,13128.05,13062.34,4269.37,4301.79,4256.9,4297.14,4283.255
3814,8/16/22,2.33,2.44,43256.25,43643.76,43134.56,43441.8,43349.025,13082.64,13181.09,12979.24,13102.55,13092.595,4290.46,4325.28,4277.77,4305.2,4297.83
3815,8/17/22,2.33,2.46,43039.27,43349.0,42836.83,43056.53,43047.899999999994,12968.63,13053.51,12863.01,12938.12,12953.375,4280.4,4302.18,4253.08,4274.04,4277.219999999999
3816,8/18/22,2.33,2.52,43063.54,43255.8,42941.48,43169.52,43116.53,12937.78,13002.66,12873.49,12965.34,12951.560000000001,4273.13,4292.53,4261.98,4283.74,4278.4349999999995
3817,8/19/22,2.33,2.55,42881.28,42892.7,42448.24,42550.57,42715.925,12832.27,12859.01,12674.87,12705.22,12768.744999999999,4266.31,4266.31,4218.7,4228.48,4247.395
3818,8/22/22,2.33,2.57,42021.17,42021.17,41555.67,41636.22,41828.695,12523.16,12538.55,12353.73,12381.57,12452.365,4195.08,4195.08,4129.86,4137.99,4166.535
3819,8/23/22,2.33,2.58,41617.85,41903.37,41525.48,41564.58,41591.215,12380.37,12490.85,12352.03,12381.3,12380.835,4133.09,4159.77,4124.03,4128.73,4130.91
3820,8/24/22,2.33,2.62,41541.77,41886.01,41482.98,41723.2,41632.485,12375.15,12504.33,12350.16,12431.53,12403.34,4126.55,4156.56,4119.97,4140.77,4133.66
3821,8/25/22,2.33,2.6,41890.47,42348.96,41821.26,42337.17,42113.82,12506.37,12641.26,12471.98,12639.27,12572.82,4153.26,4200.54,4147.59,4199.12,4176.1900000000005
3822,8/26/22,2.33,2.57,42349.66,42358.63,40916.0,40916.0,41632.83,12630.58,12655.84,12141.52,12141.71,12386.145,4198.74,4203.04,4057.66,4057.66,4128.2
3823,8/29/22,2.33,2.58,40580.85,40962.31,40508.29,40626.82,40603.835,12021.05,12124.87,11981.42,12017.67,12019.36,4034.58,4062.99,4017.42,4030.61,4032.5950000000003
3824,8/30/22,2.33,2.55,40773.17,40777.44,39959.74,40170.07,40471.619999999995,12093.06,12101.85,11790.02,11883.14,11988.099999999999,4041.25,4044.98,3965.21,3986.16,4013.705
3825,8/31/22,2.33,2.48,40321.82,40468.75,39865.86,39865.88,40093.85,11972.56,12027.43,11814.17,11816.2,11894.380000000001,4000.67,4015.37,3954.53,3955.0,3977.835
3826,9/1/22,2.33,2.45,39602.22,39915.3,39258.96,39890.14,39746.18,11707.44,11798.37,11546.52,11785.13,11746.285,3936.73,3970.23,3903.65,3966.85,3951.79
3827,9/2/22,2.33,2.47,40293.15,40420.76,39315.07,39491.05,39892.100000000006,11899.14,11945.91,11573.51,11630.86,11765.0,3996.39,4018.43,3906.21,3924.26,3960.325
3829,9/6/22,2.33,2.48,39587.4,39666.32,39093.93,39304.88,39446.14,11643.03,11679.43,11471.5,11544.91,11593.970000000001,3930.89,3942.55,3886.75,3908.19,3919.54
3830,9/7/22,2.33,2.45,39287.0,40127.21,39276.54,40054.29,39670.645000000004,11559.38,11819.07,11555.08,11791.9,11675.64,3909.43,3987.89,3906.03,3979.87,3944.6499999999996
3831,9/8/22,2.33,2.41,39793.69,40373.7,39690.92,40350.79,40072.240000000005,11679.85,11896.73,11660.53,11862.13,11770.99,3959.94,4010.5,3944.81,4006.18,3983.06
3832,9/9/22,2.33,2.42,40602.75,41095.52,40602.75,41006.21,40804.479999999996,11958.61,12132.67,11958.61,12112.31,12035.46,4022.94,4076.81,4022.94,4067.36,4045.15
3833,9/12/22,2.33,2.42,41224.64,41524.85,41203.46,41446.19,41335.415,12174.94,12270.19,12169.28,12266.41,12220.675,4083.67,4119.28,4083.67,4110.41,4097.04
3834,9/13/22,2.33,2.44,40532.33,40608.93,39566.44,39678.06,40105.195,11908.81,11957.97,11604.43,11633.57,11771.189999999999,4037.12,4037.12,3921.28,3932.69,3984.9049999999997
3835,9/14/22,2.33,2.46,39781.46,39946.74,39468.15,39811.85,39796.655,11680.41,11746.83,11602.76,11719.68,11700.045,3940.73,3961.94,3912.18,3946.01,3943.37
3836,9/15/22,2.33,2.43,39641.46,39970.91,39250.44,39386.52,39513.99,11633.24,11760.73,11497.11,11552.36,11592.8,3932.41,3959.14,3888.28,3901.35,3916.88
3837,9/16/22,2.33,2.38,39004.74,39076.83,38676.39,39038.34,39021.53999999999,11401.21,11460.43,11316.92,11448.4,11424.805,3880.95,3880.95,3837.08,3873.33,3877.14
3838,9/19/22,2.33,2.34,38681.54,39318.68,38678.41,39311.04,38996.29,11338.57,11538.13,11337.83,11535.02,11436.795,3849.91,3900.45,3838.5,3899.89,3874.8999999999996
3839,9/20/22,2.33,2.4,38999.23,39050.98,38560.36,38833.96,38916.595,11440.14,11520.99,11343.72,11425.05,11432.595,3875.23,3876.01,3827.54,3855.93,3865.58
3840,9/21/22,2.33,2.38,39048.24,39370.17,38177.57,38180.08,38614.16,11466.21,11613.57,11219.0,11220.19,11343.2,3871.4,3907.07,3789.49,3789.93,3830.665
3841,9/22/22,3.08,2.41,38097.27,38182.51,37691.38,37756.08,37926.675,11167.38,11203.77,11024.64,11066.81,11117.095,3782.36,3790.9,3749.45,3757.99,3770.175
3842,9/23/22,3.08,2.37,37333.34,37338.26,36611.54,37075.05,37204.195,10952.69,10958.3,10732.72,10867.93,10910.310000000001,3727.14,3727.14,3647.47,3693.23,3710.185
3843,9/26/22,3.08,2.32,36927.14,37326.26,36566.62,36658.65,36792.895000000004,10833.38,11024.0,10789.05,10802.92,10818.15,3682.72,3715.67,3644.76,3655.04,3668.88
3844,9/27/22,3.08,2.33,37054.59,37312.86,36373.09,36621.23,36837.91,10955.29,11040.99,10741.02,10829.5,10892.395,3686.44,3717.53,3623.29,3647.29,3666.865
3845,9/28/22,3.08,2.33,36733.88,37582.17,36586.26,37402.71,37068.295,10817.52,11101.5,10776.34,11051.64,10934.58,3651.94,3736.74,3640.61,3719.04,3685.49
3846,9/29/22,3.08,2.19,37009.68,37029.99,36292.94,36597.98,36803.83,10894.44,10899.47,10623.23,10737.51,10815.975,3687.01,3687.01,3610.4,3640.47,3663.74
3847,9/30/22,3.08,2.15,36515.97,36966.51,36089.2,36097.99,36306.979999999996,10697.71,10883.04,10572.33,10575.62,10636.665,3633.48,3671.44,3584.13,3585.62,3609.55
3848,10/3/22,3.08,2.24,36464.47,37231.8,36272.52,37032.43,36748.45,10659.01,10875.46,10577.89,10815.43,10737.220000000001,3609.78,3698.35,3604.93,3678.43,3644.105
3849,10/4/22,3.08,2.24,37641.51,38241.02,37641.51,38236.29,37938.9,11054.72,11189.96,11044.04,11176.41,11115.564999999999,3726.46,3791.92,3726.46,3790.93,3758.6949999999997
3850,10/5/22,3.08,2.22,37775.68,38365.52,37510.85,38140.41,37958.045,11022.67,11210.32,10910.76,11148.64,11085.654999999999,3753.25,3806.91,3722.66,3783.28,3768.2650000000003
3851,10/6/22,3.08,2.22,38013.96,38310.01,37723.35,37779.66,37896.81,11129.04,11230.44,11051.27,11073.31,11101.175,3771.97,3797.93,3739.22,3744.52,3758.245
3852,10/7/22,3.08,2.27,37342.83,37350.12,36512.63,36697.69,37020.26,10877.28,10891.93,10608.52,10652.4,10764.84,3706.74,3706.74,3620.73,3639.66,3673.2
3853,10/10/22,3.08,.,36800.09,36811.17,36155.58,36402.84,36601.465,10659.95,10669.93,10449.04,10542.1,10601.025000000001,3647.51,3652.17,3588.1,3612.39,3629.95
3854,10/11/22,3.08,2.31,36218.09,36701.07,35912.5,36175.86,36196.975,10484.37,10608.84,10351.98,10426.19,10455.28,3595.86,3640.66,3568.45,3588.84,3592.3500000000004
3855,10/12/22,3.08,2.29,36190.04,36340.21,36001.38,36064.81,36127.425,10437.0,10494.53,10372.21,10417.1,10427.05,3590.83,3608.34,3573.86,3577.03,3583.9300000000003
3856,10/13/22,3.08,2.34,35322.14,37111.72,35161.32,36953.54,36137.84,10131.82,10697.71,10088.83,10649.15,10390.485,3520.37,3685.41,3491.58,3669.91,3595.14
3857,10/14/22,3.08,2.41,37213.57,37391.57,36025.05,36056.21,36634.89,10742.81,10766.68,10308.81,10321.39,10532.099999999999,3690.41,3712.0,3579.68,3583.07,3636.74
3858,10/17/22,3.08,2.45,36628.52,37161.89,36628.52,37047.61,36838.065,10575.65,10696.59,10569.69,10675.8,10625.724999999999,3638.65,3689.73,3638.65,3677.95,3658.3
3859,10/18/22,3.08,2.41,37850.02,37924.37,37153.89,37487.75,37668.884999999995,10963.99,10972.97,10670.12,10772.4,10868.195,3746.26,3762.79,3686.53,3719.98,3733.12
3860,10/19/22,3.08,2.42,37252.11,37528.49,36876.98,37164.06,37208.085,10689.31,10808.04,10592.88,10680.51,10684.91,3703.11,3728.58,3666.51,3695.16,3699.135
3861,10/20/22,3.08,2.51,37125.51,37589.91,36763.27,36860.46,36992.985,10657.41,10837.3,10574.55,10614.84,10636.125,3689.05,3736.0,3656.44,3665.78,3677.415
3862,10/21/22,3.08,2.52,36784.37,37757.63,36683.59,37707.45,37245.91,10576.04,10875.72,10542.43,10859.72,10717.880000000001,3657.1,3757.89,3647.42,3752.75,3704.925
3863,10/24/22,3.08,2.59,37861.11,38226.39,37543.97,38102.83,37981.97,10867.07,10983.52,10713.33,10952.61,10909.84,3762.01,3810.74,3741.65,3797.34,3779.675
3864,10/25/22,3.08,2.51,38141.73,38841.46,38141.73,38801.58,38471.655,10996.97,11210.38,10996.97,11199.12,11098.045,3799.44,3862.85,3799.44,3859.11,3829.275
3865,10/26/22,3.08,2.44,38489.97,39138.02,38489.97,38559.09,38524.53,10969.02,11205.84,10948.38,10970.99,10970.005000000001,3825.97,3886.15,3824.07,3830.6,3828.285
3866,10/27/22,3.08,2.45,38680.98,38899.28,38330.56,38366.76,38523.87,10971.95,10998.73,10780.5,10792.67,10882.310000000001,3834.69,3859.95,3803.79,3807.3,3820.995
3867,10/28/22,3.08,2.51,38378.0,39310.6,38378.0,39271.66,38824.83,10766.2,11117.04,10766.2,11102.45,10934.325,3808.26,3905.42,3808.26,3901.06,3854.66
3868,10/31/22,3.08,2.52,39029.4,39231.26,38909.15,39006.75,39018.075,11028.43,11047.94,10914.0,10988.15,11008.29,3881.85,3893.73,3863.18,3871.98,3876.915
3869,11/1/22,3.08,2.51,39401.84,39437.47,38770.83,38891.85,39146.845,11154.74,11156.35,10881.19,10890.85,11022.795,3901.79,3911.79,3843.8,3856.1,3878.9449999999997
3870,11/2/22,3.08,2.53,38813.74,39243.89,37861.31,37868.1,38340.92,10885.01,10993.24,10522.9,10524.8,10704.904999999999,3852.9,3894.44,3758.68,3759.69,3806.295
3871,11/3/22,3.83,2.4,37494.01,37806.16,37230.73,37494.26,37494.135,10399.45,10486.01,10319.54,10342.94,10371.195,3733.25,3750.59,3698.15,3719.89,3726.5699999999997
3872,11/4/22,3.83,2.48,38038.2,38234.79,37342.42,37962.57,38000.384999999995,10548.15,10553.63,10262.93,10475.25,10511.7,3766.98,3796.34,3708.84,3770.55,3768.7650000000003
3873,11/7/22,3.83,2.53,38114.81,38377.85,37892.78,38307.24,38211.024999999994,10516.94,10587.96,10428.91,10564.52,10540.73,3780.71,3813.95,3764.7,3806.8,3793.755
3874,11/8/22,3.83,2.5,38428.74,38852.51,38083.51,38507.99,38468.365,10611.53,10745.64,10472.73,10616.2,10613.865000000002,3817.02,3859.4,3786.28,3828.11,3822.565
3875,11/9/22,3.83,2.42,38266.94,38379.48,37621.93,37669.21,37968.075,10528.45,10564.97,10344.01,10353.17,10440.810000000001,3810.94,3818.2,3744.22,3748.57,3779.755
3876,11/10/22,3.83,2.39,38955.9,39847.34,38921.41,39833.64,39394.770000000004,10869.17,11119.11,10779.95,11114.15,10991.66,3859.89,3958.33,3859.89,3956.37,3908.13
3877,11/11/22,3.83,.,39921.34,40339.49,39754.77,40236.58,40078.96,11124.75,11352.43,11069.83,11323.33,11224.04,3963.72,4001.48,3944.82,3992.93,3978.325
3878,11/14/22,3.83,2.37,40040.12,40377.46,39837.94,39843.0,39941.56,11233.9,11350.13,11167.17,11196.22,11215.06,3977.97,4008.97,3956.4,3957.25,3967.6099999999997
3879,11/15/22,3.83,2.35,40471.74,40589.09,39870.49,40245.01,40358.375,11474.82,11492.62,11241.15,11358.41,11416.615,4006.41,4028.84,3953.17,3991.73,3999.0699999999997
3880,11/16/22,3.83,2.29,40030.53,40112.34,39785.75,39832.11,39931.32,11260.09,11286.1,11162.92,11183.66,11221.875,3976.82,3983.09,3954.34,3958.79,3967.8050000000003
3881,11/17/22,3.83,2.28,39333.1,39741.87,39260.21,39663.79,39498.445,11008.67,11198.84,11006.21,11144.96,11076.814999999999,3919.26,3954.33,3906.54,3946.56,3932.91
3882,11/18/22,3.83,2.25,40024.9,40028.29,39553.13,39847.45,39936.175,11257.01,11259.44,11059.16,11146.06,11201.535,3966.39,3979.89,3935.98,3965.34,3965.865
3883,11/21/22,3.83,2.31,39695.57,39795.09,39500.75,39668.06,39681.815,11091.01,11128.78,10999.75,11024.51,11057.76,3956.23,3962.0,3933.34,3949.94,3953.085
3884,11/22/22,3.83,2.32,39852.67,40221.81,39721.22,40204.83,40028.75,11058.56,11179.87,10975.66,11174.41,11116.485,3965.51,4005.88,3956.88,4003.58,3984.545
3885,11/23/22,3.83,2.32,40168.51,40512.07,40153.89,40442.4,40305.455,11174.61,11310.82,11174.61,11285.32,11229.965,4001.02,4033.78,3998.66,4027.26,4014.1400000000003
3887,11/25/22,3.83,2.32,40398.3,40526.34,40370.21,40449.27,40423.785,11231.0,11261.57,11206.38,11226.36,11228.68,4023.34,4034.02,4020.76,4026.12,4024.73
3888,11/28/22,3.83,2.26,40129.44,40304.23,39719.26,39800.89,39965.165,11147.57,11217.75,11020.69,11049.5,11098.535,4005.36,4012.27,3955.77,3963.94,3984.65
3889,11/29/22,3.83,2.25,39819.35,39960.65,39584.46,39757.96,39788.655,11060.02,11086.02,10944.37,10983.78,11021.900000000001,3964.19,3976.77,3937.65,3957.63,3960.91
3890,11/30/22,3.83,2.34,39764.74,40986.19,39554.83,40986.19,40375.465,10995.2,11468.47,10966.53,11468.0,11231.6,3957.18,4080.11,3938.58,4080.11,4018.645
3891,12/1/22,3.83,2.36,41088.58,41199.23,40708.29,40964.75,41026.665,11475.17,11546.77,11378.75,11482.45,11478.810000000001,4087.14,4100.51,4050.87,4076.57,4081.855
3892,12/2/22,3.83,2.43,40455.15,41027.82,40455.15,40933.07,40694.11,11308.38,11492.32,11296.72,11461.5,11384.939999999999,4040.17,4080.48,4026.63,4071.7,4055.935
3893,12/5/22,3.83,2.39,40628.94,40712.18,39989.41,40128.14,40378.54,11380.99,11425.51,11193.02,11239.94,11310.465,4052.02,4052.45,3984.49,3998.84,4025.4300000000003
3894,12/6/22,3.83,2.31,40107.15,40147.04,39302.81,39540.13,39823.64,11228.42,11241.42,10956.2,11014.89,11121.654999999999,3996.63,4001.51,3918.39,3941.26,3968.945
3895,12/7/22,3.83,2.26,39422.99,39713.09,39349.61,39461.31,39442.149999999994,10963.95,11039.81,10910.62,10958.55,10961.25,3933.28,3957.57,3922.68,3933.92,3933.6000000000004
3896,12/8/22,3.83,2.28,39631.95,39904.61,39486.55,39768.54,39700.244999999995,11011.33,11119.16,10939.47,11082.0,11046.665,3947.79,3974.19,3935.83,3963.51,3955.65
3897,12/9/22,3.83,2.26,39654.53,39884.01,39451.12,39461.09,39557.81,11038.17,11138.7,10999.26,11004.62,11021.395,3954.17,3977.02,3933.04,3934.38,3944.275
3898,12/12/22,3.83,2.28,39529.76,40027.84,39460.48,40027.42,39778.59,11015.48,11144.67,10984.82,11143.74,11079.61,3939.29,3990.71,3935.3,3990.56,3964.925
3899,12/13/22,3.83,2.24,41037.98,41172.69,40062.99,40327.57,40682.775,11542.84,11571.64,11160.54,11256.81,11399.825,4069.38,4100.96,3993.03,4019.65,4044.5150000000003
3900,12/14/22,3.83,2.19,40301.15,40662.91,39800.03,40091.24,40196.195,11248.09,11352.09,11065.24,11170.89,11209.49,4015.54,4053.76,3965.65,3995.32,4005.4300000000003
3901,12/15/22,4.33,2.16,39601.09,39643.53,38937.47,39080.8,39340.945,11012.62,11029.57,10775.61,10810.53,10911.575,3958.37,3958.37,3879.45,3895.75,3927.06
3902,12/16/22,4.33,2.13,38810.51,38938.59,38396.03,38654.79,38732.65,10767.64,10833.24,10642.1,10705.41,10736.525,3890.91,3890.91,3827.91,3852.36,3871.635
3903,12/19/22,4.33,2.15,38666.35,38678.49,38098.13,38265.45,38465.899999999994,10707.44,10713.97,10497.55,10546.03,10626.735,3853.79,3854.86,3800.04,3817.66,3835.725
3904,12/20/22,4.33,2.24,38162.15,38489.61,38052.44,38328.18,38245.165,10490.89,10609.47,10446.82,10547.11,10519.0,3810.47,3838.24,3795.62,3821.62,3816.045
3905,12/21/22,4.33,2.27,38577.25,39024.04,38552.47,38907.07,38742.16,10592.0,10753.57,10569.2,10709.37,10650.685000000001,3839.49,3889.82,3839.49,3878.44,3858.965
3906,12/22/22,4.33,2.19,38595.29,38607.12,37757.59,38345.22,38470.255000000005,10586.46,10599.34,10313.32,10476.12,10531.29,3853.26,3853.26,3764.49,3822.39,3837.825
3907,12/23/22,4.33,2.2,38266.9,38561.87,38081.67,38555.74,38411.32,10437.75,10514.76,10361.82,10497.86,10467.805,3813.11,3845.8,3797.01,3844.82,3828.965
3909,12/27/22,4.33,2.26,38543.78,38574.4,38235.72,38385.73,38464.755000000005,10462.19,10472.32,10340.73,10353.23,10407.71,3843.34,3846.65,3813.22,3829.25,3836.295
3910,12/28/22,4.33,2.28,38390.13,38566.27,37888.64,37910.34,38150.235,10339.2,10414.82,10207.47,10213.29,10276.245,3829.56,3848.32,3780.78,3783.22,3806.39
3911,12/29/22,4.33,2.27,38169.52,38698.08,38143.2,38615.55,38392.535,10321.46,10502.08,10301.06,10478.09,10399.775,3805.45,3858.19,3805.45,3849.28,3827.365
3912,12/30/22,4.33,2.3,38324.45,38522.25,38131.27,38520.6,38422.524999999994,10368.37,10468.31,10324.69,10466.48,10417.425,3828.85,3839.85,3800.34,3839.5,3834.175
3914,1/3/23,4.33,2.26,38741.01,38940.22,38066.84,38352.68,38546.845,10562.06,10613.06,10309.16,10386.98,10474.52,3853.29,3878.46,3794.33,3824.14,3838.715
3915,1/4/23,4.33,2.22,38562.66,38877.23,38307.19,38685.09,38623.875,10467.82,10515.22,10337.64,10458.76,10463.29,3840.36,3873.16,3815.77,3852.97,3846.665
3916,1/5/23,4.33,2.22,38466.46,38475.5,38158.11,38223.77,38345.115,10390.31,10393.22,10295.25,10305.24,10347.775,3839.74,3839.74,3802.42,3808.1,3823.92
3917,1/6/23,4.33,2.21,38513.74,39191.76,38242.01,39085.7,38799.72,10363.96,10604.14,10265.04,10569.29,10466.625,3823.37,3906.19,3809.56,3895.08,3859.225
3918,1/9/23,4.33,2.22,39297.61,39652.01,39073.87,39088.88,39193.244999999995,10662.1,10807.26,10619.12,10635.65,10648.875,3910.82,3950.57,3890.42,3892.09,3901.455
3919,1/10/23,4.33,2.24,39034.66,39396.96,38943.94,39393.81,39214.235,10607.72,10743.67,10589.59,10742.63,10675.175,3888.57,3919.83,3877.29,3919.25,3903.91
3920,1/11/23,4.33,2.23,39556.31,39918.04,39512.91,39916.05,39736.18,10794.99,10932.44,10762.73,10931.67,10863.33,3932.35,3970.07,3928.54,3969.61,3950.98
3921,1/12/23,4.33,2.21,40019.85,40229.36,39600.93,40109.88,40064.865,10969.26,11027.75,10797.12,11001.1,10985.18,3977.57,3997.76,3937.56,3983.17,3980.37
3922,1/13/23,4.33,2.18,39793.62,40327.73,39757.43,40282.76,40038.19,10906.37,11084.01,10900.16,11079.16,10992.765,3960.32,4003.95,3947.67,3999.09,3979.705
3924,1/17/23,4.33,2.17,40283.63,40450.53,40146.28,40221.6,40252.615,11070.0,11145.44,11024.72,11095.11,11082.555,3999.28,4015.39,3984.57,3990.97,3995.125
3925,1/18/23,4.33,2.12,40361.75,40490.36,39585.5,39604.04,39982.895000000004,11170.95,11223.41,10952.05,10957.01,11063.98,4002.25,4014.16,3926.59,3928.86,3965.5550000000003
